TICKER,SECTOR,INDUSTRY
GBBK,Financial Services,Shell Companies
INFA,Technology,Software—Infrastructure
ROOT,Financial Services,Insurance—Property & Casualty
BMMJ,Healthcare,Drug Manufacturers—Specialty & Generic
IOSP,Basic Materials,Specialty Chemicals
BRKR,Healthcare,Medical Devices
COLD,Real Estate,REIT—Industrial
AGO,Financial Services,Insurance—Specialty
MUR,Energy,Oil & Gas E&P
ARAV,Healthcare,Biotechnology
SXC,Basic Materials,Coking Coal
EFTR,Healthcare,Biotechnology
BSX,Healthcare,Medical Devices
JILL,Consumer Cyclical,Apparel Retail
SNPO,Technology,Electronics & Computer Distribution
MIN,Financial Services,Asset Management
EGRX,Healthcare,Drug Manufacturers—Specialty & Generic
ENTF,Financial Services,Shell Companies
REGN,Healthcare,Biotechnology
OSTK,Consumer Cyclical,Internet Retail
JRI,Financial Services,Asset Management
SCOR,Communication Services,Internet Content & Information
AVK,Financial Services,Asset Management
HYMC,Basic Materials,Gold
DUK,Utilities,Utilities—Regulated Electric
MTW,Industrials,Farm & Heavy Construction Machinery
RCMT,Industrials,Conglomerates
MFIN,Financial Services,Credit Services
JAGX,Healthcare,Biotechnology
CPK,Utilities,Utilities—Regulated Gas
HZNP,Healthcare,Drug Manufacturers—General
MGNI,Communication Services,Advertising Agencies
CGBD,Financial Services,Asset Management
EXFY,Technology,Software—Application
IMHC,Financial Services,Shell Companies
AVAV,Industrials,Aerospace & Defense
CRDO,Technology,Communication Equipment
DWAC,Financial Services,Shell Companies
TAYD,Industrials,Specialty Industrial Machinery
DCO,Industrials,Aerospace & Defense
MSGM,Communication Services,Electronic Gaming & Multimedia
IBM,Technology,Information Technology Services
EVOK,Healthcare,Drug Manufacturers—Specialty & Generic
ETST,Healthcare,Drug Manufacturers—Specialty & Generic
ICE,Financial Services,Financial Data & Stock Exchanges
WEYS,Consumer Cyclical,Footwear & Accessories
ADMP,Healthcare,Drug Manufacturers—Specialty & Generic
REKR,Technology,Software—Infrastructure
VRDR,Basic Materials,Gold
OXSQ,Financial Services,Asset Management
RAHGF,Financial Services,Credit Services
TSIFX,Fund,
ATHX,Healthcare,Biotechnology
KRT,Consumer Cyclical,Packaging & Containers
PBHC,Financial Services,Banks—Regional
EZAGOO,Fund,
DT,Technology,Software—Application
HTD,Financial Services,Asset Management
JNCE,Healthcare,Biotechnology
NTNX,Technology,Software—Infrastructure
PRI,Financial Services,Insurance—Life
PSTG,Technology,Computer Hardware
LPI,Energy,Oil & Gas E&P
OSK,Industrials,Farm & Heavy Construction Machinery
NRG,Utilities,Utilities—Independent Power Producers
CHEF,Consumer Defensive,Food Distribution
USAQ,Healthcare,Medical Devices
ACHN,Communication Services,Advertising Agencies
GHIX,Financial Services,Shell Companies
OTLK,Healthcare,Biotechnology
CLVS,Healthcare,Biotechnology
FTEK,Industrials,Pollution & Treatment Controls
GT,Consumer Cyclical,Auto Parts
SSBK,Financial Services,Banks—Regional
NIE,Financial Services,Asset Management
FATH,Technology,Computer Hardware
FT,Financial Services,Asset Management
INTG,Consumer Cyclical,Lodging
APTV,Consumer Cyclical,Auto Parts
NVIV,Healthcare,Biotechnology
WFRD,Energy,Oil & Gas Equipment & Services
ESMC,Healthcare,Medical Devices
NVCR,Healthcare,Medical Instruments & Supplies
LPLA,Financial Services,Capital Markets
FIVN,Technology,Software—Infrastructure
AMKR,Technology,Semiconductors
SEAS,Consumer Cyclical,Leisure
LAUR,Consumer Defensive,Education & Training Services
MTEM,Healthcare,Biotechnology
SGBI,Healthcare,Drug Manufacturers—Specialty & Generic
TCRI,Financial Services,Shell Companies
OPP,Financial Services,Asset Management
PCB,Financial Services,Banks—Regional
IMAX,Communication Services,Entertainment
SKYA,Financial Services,Shell Companies
NTG,Financial Services,Asset Management
BCAB,Healthcare,Biotechnology
WWD,Industrials,Aerospace & Defense
CRXM,Healthcare,Biotechnology
CHCI,Real Estate,Real Estate—Diversified
MELI,Consumer Cyclical,Internet Retail
OPBK,Financial Services,Banks—Regional
CLXT,Consumer Defensive,Packaged Foods
DOUG,Real Estate,Real Estate Services
AHH,Real Estate,REIT—Diversified
ECOM,Technology,Software—Application
CRTD,Communication Services,Internet Content & Information
VICR,Technology,Electronic Components
CFFI,Financial Services,Banks—Regional
BRLL,Energy,Oil & Gas E&P
PLRX,Healthcare,Biotechnology
FRHC,Financial Services,Capital Markets
JWN,Consumer Cyclical,Department Stores
AASP,Financial Services,Shell Companies
UONE,Communication Services,Broadcasting
STKL,Consumer Defensive,Packaged Foods
SMMT,Healthcare,Biotechnology
BVH,Consumer Cyclical,Resorts & Casinos
PRPH,Healthcare,Drug Manufacturers—Specialty & Generic
GASS,Industrials,Marine Shipping
CFBK,Financial Services,Banks—Regional
GMFI,Financial Services,Shell Companies
ORGO,Healthcare,Drug Manufacturers—Specialty & Generic
HLIO,Industrials,Specialty Industrial Machinery
CMTL,Technology,Communication Equipment
WWE,Communication Services,Entertainment
ARKR,Consumer Cyclical,Restaurants
CBAN,Financial Services,Banks—Regional
VTNR,Energy,Oil & Gas Refining & Marketing
FCFS,Financial Services,Credit Services
YELP,Communication Services,Internet Content & Information
TOMDF,Healthcare,Diagnostics & Research
GES,Consumer Cyclical,Apparel Retail
FTCV,Financial Services,Shell Companies
AGM,Financial Services,Credit Services
ALAC,Fund,
OHAA,Financial Services,Shell Companies
VNT,Technology,Scientific & Technical Instruments
TYRA,Healthcare,Biotechnology
HZO,Consumer Cyclical,Specialty Retail
BHLB,Financial Services,Banks—Regional
BIGZ,Financial Services,Asset Management
BCTF,Financial Services,Banks—Regional
CHUC,Consumer Defensive,Tobacco
PDOT,Financial Services,Shell Companies
BBBY,Consumer Cyclical,Specialty Retail
ITI,Technology,Communication Equipment
BIEI,Healthcare,Drug Manufacturers—Specialty & Generic
LGI,Financial Services,Asset Management
AERG,Industrials,Aerospace & Defense
APGB,Financial Services,Shell Companies
PKDC,Energy,Oil & Gas Equipment & Services
CNK,Communication Services,Entertainment
AIZ,Financial Services,Insurance—Specialty
OEC,Basic Materials,Specialty Chemicals
LIQT,Industrials,Pollution & Treatment Controls
ATKR,Industrials,Electrical Equipment & Parts
GIII,Consumer Cyclical,Apparel Manufacturing
SIGA,Healthcare,Drug Manufacturers—Specialty & Generic
EW,Healthcare,Medical Devices
ETJ,Financial Services,Asset Management
GEL,Energy,Oil & Gas Midstream
MMAT,Technology,Electronic Components
EVER,Communication Services,Internet Content & Information
CCOI,Communication Services,Telecom Services
PALT,Technology,Software—Application
AIV,Real Estate,REIT—Residential
RAD,Healthcare,Pharmaceutical Retailers
TXCB,Consumer Cyclical,Auto Parts
FFBW,Financial Services,Banks—Regional
ACFN,Technology,Scientific & Technical Instruments
CRC,Energy,Oil & Gas E&P
TTI,Energy,Oil & Gas Equipment & Services
CBSH,Financial Services,Banks—Regional
ADI,Technology,Semiconductors
GNRS,Healthcare,Drug Manufacturers—Specialty & Generic
CVLY,Financial Services,Banks—Regional
WD,Financial Services,Mortgage Finance
MPA,Financial Services,Asset Management
AYRO,Consumer Cyclical,Auto Manufacturers
AIRI,Industrials,Aerospace & Defense
HRTG,Financial Services,Insurance—Property & Casualty
PAFO,Financial Services,Shell Companies
EOD,Financial Services,Asset Management
LTBR,Industrials,Electrical Equipment & Parts
MITQ,Technology,Communication Equipment
RGRX,Healthcare,Biotechnology
EXLS,Technology,Information Technology Services
FBIO,Healthcare,Biotechnology
ZSANQ,Healthcare,Biotechnology
TBI,Industrials,Staffing & Employment Services
FCBC,Financial Services,Banks—Regional
OVTZ,Technology,Software—Infrastructure
OC,Industrials,Building Products & Equipment
BTWN,Financial Services,Shell Companies
WRLD,Financial Services,Credit Services
SCTH,Fund,
MVF,Financial Services,Asset Management
ACV,Financial Services,Asset Management
RFP,Basic Materials,Paper & Paper Products
PDEX,Healthcare,Medical Instruments & Supplies
LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NCR,Technology,Information Technology Services
SAH,Consumer Cyclical,Auto & Truck Dealerships
CRGS,Technology,Scientific & Technical Instruments
NXGN,Healthcare,Health Information Services
PYPL,Financial Services,Credit Services
CTXS,Technology,Software—Application
FBRX,Healthcare,Biotechnology
HEP,Energy,Oil & Gas Midstream
SCWX,Technology,Software—Infrastructure
ZYXI,Healthcare,Medical Distribution
ASXC,Healthcare,Medical Devices
OMI,Healthcare,Medical Distribution
PAYD,Technology,Software—Application
LRN,Consumer Defensive,Education & Training Services
NLSN,Industrials,Consulting Services
WGO,Consumer Cyclical,Recreational Vehicles
IIVI,Technology,Scientific & Technical Instruments
YBGJ,Healthcare,Medical Instruments & Supplies
ATR,Healthcare,Medical Instruments & Supplies
MGNX,Healthcare,Biotechnology
VIRX,Healthcare,Biotechnology
WNNR,Financial Services,Shell Companies
NKE,Consumer Cyclical,Footwear & Accessories
JGH,Financial Services,Asset Management
FPL,Financial Services,Asset Management
GHL,Financial Services,Capital Markets
IRRX,Financial Services,Shell Companies
CNFR,Financial Services,Insurance—Property & Casualty
MIC,Fund,
DH,Healthcare,Health Information Services
SRGZ,Basic Materials,Other Precious Metals & Mining
USCT,Financial Services,Shell Companies
KOPN,Technology,Electronic Components
KBH,Consumer Cyclical,Residential Construction
VHC,Technology,Software—Infrastructure
LAMR,Real Estate,REIT—Specialty
NVG,Financial Services,Asset Management
OMTK,Consumer Cyclical,Auto Parts
SHMP,Consumer Defensive,Farm Products
NYCB,Financial Services,Banks—Regional
OPTT,Industrials,Electrical Equipment & Parts
MWA,Industrials,Specialty Industrial Machinery
VIVK,Energy,Oil & Gas E&P
GATX,Industrials,Rental & Leasing Services
TRNF,Utilities,Utilities—Renewable
BX,Financial Services,Asset Management
SYN,Healthcare,Biotechnology
TCBS,Financial Services,Banks—Regional
YETI,Consumer Cyclical,Leisure
MNPR,Healthcare,Biotechnology
SRNE,Healthcare,Biotechnology
BPMC,Healthcare,Biotechnology
DTF,Financial Services,Asset Management
MXL,Technology,Semiconductors
VERO,Healthcare,Medical Devices
DATS,Technology,Software—Application
CVRX,Healthcare,Medical Devices
AQUA,Industrials,Pollution & Treatment Controls
UNH,Healthcare,Healthcare Plans
BWEN,Industrials,Specialty Industrial Machinery
TGTX,Healthcare,Biotechnology
EQR,Real Estate,REIT—Residential
VRE,Real Estate,REIT—Residential
MTZ,Industrials,Engineering & Construction
PMX,Financial Services,Asset Management
HBI,Consumer Cyclical,Apparel Manufacturing
SOBR,Technology,Scientific & Technical Instruments
IVDA,Industrials,Security & Protection Services
GFGD,Financial Services,Shell Companies
USDR,Industrials,Aerospace & Defense
XGN,Healthcare,Diagnostics & Research
AURA,Healthcare,Biotechnology
CEN,Financial Services,Asset Management
STR,Utilities,Gas Utilities
SRCE,Financial Services,Banks—Regional
ZLAB,Healthcare,Biotechnology
HWBK,Financial Services,Banks—Regional
BZH,Consumer Cyclical,Residential Construction
PLXS,Technology,Electronic Components
CMS,Utilities,Utilities—Regulated Electric
NKLA,Industrials,Farm & Heavy Construction Machinery
GBL,Financial Services,Asset Management
VAXX,Healthcare,Biotechnology
CRUS,Technology,Semiconductors
AWRE,Technology,Software—Application
UHS,Healthcare,Medical Care Facilities
SPLP,Industrials,Conglomerates
CCAI,Financial Services,Shell Companies
PLYZ,Technology,Software—Infrastructure
WRMK,Real Estate,REIT—Hotel & Motel
QSI,Healthcare,Biotechnology
KOD,Healthcare,Biotechnology
LGST,Financial Services,Shell Companies
RDBX,Communication Services,Entertainment
TCDA,Healthcare,Biotechnology
CHMX,Industrials,Consulting Services
IHITA,Fund,
LTES,Communication Services,Entertainment
GAN,Consumer Cyclical,Gambling
VLAT,Financial Services,Shell Companies
NATH,Consumer Cyclical,Restaurants
DLB,Technology,Information Technology Services
PEGR,Financial Services,Shell Companies
SATS,Technology,Communication Equipment
NLY,Real Estate,REIT—Mortgage
INLX,Technology,Software—Application
MYOV,Healthcare,Biotechnology
LL,Consumer Cyclical,Home Improvement Retail
TIPLX,Fund,
MCAG,Financial Services,Shell Companies
ARTE,Financial Services,Shell Companies
MATW,Industrials,Conglomerates
PBSV,Healthcare,Health Information Services
NRK,Financial Services,Asset Management
ZG,Communication Services,Internet Content & Information
KITL,Consumer Cyclical,Restaurants
NFJ,Financial Services,Asset Management
NWBO,Healthcare,Biotechnology
NRT,Energy,Oil & Gas E&P
CLOV,Healthcare,Healthcare Plans
BKTI,Technology,Communication Equipment
SMLP,Energy,Oil & Gas Midstream
HALL,Financial Services,Insurance—Property & Casualty
ONTO,Technology,Semiconductor Equipment & Materials
EFBI,Financial Services,Banks—Regional
ORCC,Financial Services,Credit Services
GSIH,Basic Materials,Steel
LIVC,Communication Services,Electronic Gaming & Multimedia
WEC,Utilities,Utilities—Regulated Electric
AXH,Financial Services,Shell Companies
ESMT,Technology,Software—Infrastructure
WW,Consumer Cyclical,Personal Services
ANEB,Healthcare,Biotechnology
UVV,Consumer Defensive,Tobacco
EMO,Financial Services,Asset Management
NTRS,Financial Services,Asset Management
CTT,Real Estate,REIT—Specialty
HAIN,Consumer Defensive,Packaged Foods
CORT,Healthcare,Biotechnology
GRC,Industrials,Specialty Industrial Machinery
COWN,Financial Services,Capital Markets
OPFI,Technology,Software—Application
IBTX,Financial Services,Banks—Regional
DMS,Communication Services,Advertising Agencies
VVR,Financial Services,Asset Management
AWH,Healthcare,Diagnostics & Research
HBIO,Healthcare,Medical Instruments & Supplies
RADI,Communication Services,Telecom Services
LAND,Real Estate,REIT—Industrial
ENLC,Energy,Oil & Gas Midstream
DSNY,Technology,Software—Application
MSGS,Communication Services,Entertainment
GCV,Financial Services,Asset Management
EGAN,Technology,Software—Application
INVO,Healthcare,Medical Devices
HY,Industrials,Farm & Heavy Construction Machinery
ICPT,Healthcare,Biotechnology
OHI,Real Estate,REIT—Healthcare Facilities
KOS,Energy,Oil & Gas E&P
QUMU,Technology,Software—Application
UFI,Consumer Cyclical,Textile Manufacturing
THRN,Consumer Defensive,Packaged Foods
MYGN,Healthcare,Diagnostics & Research
GDL,Financial Services,Asset Management
LDOS,Technology,Information Technology Services
MLM,Basic Materials,Building Materials
BTO,Financial Services,Asset Management
CYRX,Industrials,Integrated Freight & Logistics
PLYM,Real Estate,REIT—Industrial
JFR,Financial Services,Asset Management
ABMT,Healthcare,Medical Devices
EDR,Communication Services,Entertainment
LMNR,Consumer Defensive,Farm Products
STAF,Industrials,Staffing & Employment Services
GXII,Financial Services,Shell Companies
MIST,Healthcare,Biotechnology
CACI,Technology,Information Technology Services
AEP,Utilities,Utilities—Regulated Electric
HYLN,Consumer Cyclical,Auto Parts
MRVL,Technology,Semiconductors
MTN,Consumer Cyclical,Resorts & Casinos
HPS,Financial Services,Asset Management
IART,Healthcare,Medical Devices
PHAT,Healthcare,Biotechnology
BFYW,Financial Services,Shell Companies
IPVF,Financial Services,Shell Companies
CRTG,Technology,Computer Hardware
TTGT,Communication Services,Internet Content & Information
OBCI,Industrials,Conglomerates
CMMB,Healthcare,Biotechnology
DXC,Technology,Information Technology Services
VTGN,Healthcare,Biotechnology
NOVA,Technology,Solar
CVBF,Financial Services,Banks—Regional
PEAK,Real Estate,REIT—Healthcare Facilities
THRY,Communication Services,Internet Content & Information
MOBQ,Communication Services,Advertising Agencies
ROKU,Communication Services,Entertainment
ORA,Utilities,Utilities—Renewable
DIOD,Technology,Semiconductors
TCRX,Healthcare,Biotechnology
KFS,Consumer Cyclical,Auto & Truck Dealerships
RMMZ,Fund,
APEI,Consumer Defensive,Education & Training Services
A,Healthcare,Diagnostics & Research
UWHR,Financial Services,Banks—Regional
KBAL,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
FDCT,Financial Services,Capital Markets
ASAN,Technology,Software—Application
GEO,Real Estate,REIT—Healthcare Facilities
NVFY,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SNA,Industrials,Tools & Accessories
MAS,Industrials,Building Products & Equipment
ALLK,Healthcare,Biotechnology
IBP,Industrials,Building Products & Equipment
WTER,Consumer Defensive,Beverages—Non-Alcoholic
CUTR,Healthcare,Medical Devices
RWOD,Financial Services,Shell Companies
XDSL,Technology,Solar
CSGS,Technology,Software—Infrastructure
IVBT,Healthcare,Biotechnology
SIRI,Communication Services,Entertainment
CCRN,Healthcare,Medical Care Facilities
OVLY,Financial Services,Banks—Regional
IMMX,Healthcare,Biotechnology
SJM,Consumer Defensive,Packaged Foods
FENC,Healthcare,Biotechnology
KODK,Industrials,Specialty Business Services
GDNSF,Healthcare,Drug Manufacturers—Specialty & Generic
COGT,Healthcare,Biotechnology
OKTA,Technology,Software—Infrastructure
LECO,Industrials,Tools & Accessories
EPZM,Healthcare,Biotechnology
RAIL,Industrials,Railroads
NBR,Energy,Oil & Gas Drilling
CVEO,Industrials,Specialty Business Services
FBP,Financial Services,Banks—Regional
RNST,Financial Services,Banks—Regional
MS,Financial Services,Capital Markets
XPER,Technology,Semiconductor Equipment & Materials
ETR,Utilities,Utilities—Regulated Electric
MAN,Industrials,Staffing & Employment Services
BOXL,Technology,Communication Equipment
TMX,Consumer Cyclical,Personal Services
GOGN,Financial Services,Shell Companies
CLMT,Energy,Oil & Gas E&P
CTIB,Consumer Cyclical,Specialty Retail
ORIC,Healthcare,Biotechnology
HEOL,Fund,
CIO,Real Estate,REIT—Office
BGS,Consumer Defensive,Packaged Foods
DGICA,Financial Services,Insurance—Property & Casualty
VSTM,Healthcare,Biotechnology
ARVN,Healthcare,Biotechnology
HHC,Real Estate,Real Estate—Diversified
JKHY,Technology,Information Technology Services
NLTX,Healthcare,Drug Manufacturers—Specialty & Generic
SDIG,Financial Services,Capital Markets
CZNI,Financial Services,Shell Companies
EBAY,Consumer Cyclical,Internet Retail
MBIO,Healthcare,Biotechnology
MODV,Healthcare,Medical Care Facilities
FREQ,Healthcare,Biotechnology
RNA,Healthcare,Biotechnology
CTSH,Technology,Information Technology Services
DAVE,Technology,Software—Application
LCII,Consumer Cyclical,Recreational Vehicles
PLL,Basic Materials,Other Industrial Metals & Mining
QMCO,Technology,Computer Hardware
BLBX,Technology,Software—Application
MSVB,Financial Services,Banks—Regional
GE,Industrials,Specialty Industrial Machinery
PAYX,Industrials,Staffing & Employment Services
XPAX,Financial Services,Shell Companies
LAW,Technology,Software—Application
GMGI,Communication Services,Electronic Gaming & Multimedia
CDXS,Healthcare,Biotechnology
CUK,Consumer Cyclical,Leisure
NBIO,Healthcare,Biotechnology
MEEC,Industrials,Pollution & Treatment Controls
DLHC,Industrials,Specialty Business Services
ESTC,Technology,Software—Application
GCI,Communication Services,Publishing
CULL,Financial Services,Banks—Regional
NBTB,Financial Services,Banks—Regional
SGLY,Industrials,Integrated Freight & Logistics
MKC,Consumer Defensive,Packaged Foods
MRAM,Technology,Semiconductors
CAT,Industrials,Farm & Heavy Construction Machinery
CHI,Financial Services,Asset Management
KPLT,Technology,Software—Infrastructure
HRT,Industrials,Staffing & Employment Services
VYEY,Energy,Oil & Gas Equipment & Services
TDF,Financial Services,Asset Management
CUII,Financial Services,Insurance Brokers
MHH,Industrials,Staffing & Employment Services
BBLS,Energy,Oil & Gas E&P
JAMF,Technology,Software—Application
PTCT,Healthcare,Biotechnology
BGRY,Industrials,Specialty Industrial Machinery
VTYX,Healthcare,Biotechnology
BOWL,Communication Services,Entertainment
BABB,Consumer Defensive,Packaged Foods
ROP,Industrials,Specialty Industrial Machinery
BODY,Communication Services,Internet Content & Information
CEI,Energy,Oil & Gas E&P
CND,Financial Services,Shell Companies
JVA,Consumer Defensive,Packaged Foods
AXDX,Healthcare,Medical Devices
CW,Industrials,Aerospace & Defense
MDVL,Healthcare,Pharmaceutical Retailers
SCGY,Communication Services,Internet Content & Information
IBCP,Financial Services,Banks—Regional
ACER,Healthcare,Biotechnology
FWRG,Consumer Cyclical,Restaurants
ARDX,Healthcare,Biotechnology
ALGN,Healthcare,Medical Devices
CZFS,Financial Services,Banks—Regional
WMC,Real Estate,REIT—Mortgage
DECA,Financial Services,Shell Companies
SKX,Consumer Cyclical,Footwear & Accessories
PBFS,Financial Services,Banks—Regional
UPTD,Financial Services,Shell Companies
CLOQ,Technology,Software—Infrastructure
BBW,Consumer Cyclical,Specialty Retail
GLUE,Healthcare,Biotechnology
SITOQ,Communication Services,Telecom Services
BYFC,Financial Services,Banks—Regional
JSDA,Consumer Defensive,Beverages—Non-Alcoholic
AM,Energy,Oil & Gas Midstream
DLY,Fund,
SRLP,Energy,Oil & Gas Refining & Marketing
LOTZ,Consumer Cyclical,Auto & Truck Dealerships
OB,Communication Services,Internet Content & Information
GHLD,Financial Services,Mortgage Finance
LSXMA,Communication Services,Broadcasting
AFB,Financial Services,Asset Management
WTW,Financial Services,Insurance Brokers
TRNO,Real Estate,REIT—Industrial
NAN,Financial Services,Asset Management
GBCS,Healthcare,Medical Care Facilities
INTZ,Technology,Software—Infrastructure
EMLD,Financial Services,Shell Companies
SRDX,Healthcare,Medical Devices
NFBK,Financial Services,Banks—Regional
CBGL,Healthcare,Drug Manufacturers—Specialty & Generic
MBAC,Financial Services,Shell Companies
WY,Real Estate,REIT—Specialty
SNRG,Industrials,Waste Management
LVO,Communication Services,Entertainment
XHR,Real Estate,REIT—Hotel & Motel
IFF,Basic Materials,Specialty Chemicals
B,Industrials,Specialty Industrial Machinery
EPR,Real Estate,REIT—Specialty
ADMQ,Industrials,Specialty Business Services
SLGG,Communication Services,Internet Content & Information
OBE,Energy,Oil & Gas E&P
SHBI,Financial Services,Banks—Regional
IONS,Healthcare,Biotechnology
HOFV,Communication Services,Entertainment
HBT,Financial Services,Banks—Regional
SHAK,Consumer Cyclical,Restaurants
IMUN,Healthcare,Biotechnology
FLUX,Industrials,Electrical Equipment & Parts
VVX,Industrials,Aerospace & Defense
TRIP,Consumer Cyclical,Travel Services
PFHD,Financial Services,Banks—Regional
ADTX,Healthcare,Biotechnology
WTRG,Utilities,Utilities—Regulated Water
HTLF,Financial Services,Banks—Regional
PVL,Energy,Oil & Gas E&P
WALD,Technology,Software—Application
SISI,Healthcare,Drug Manufacturers—Specialty & Generic
MAIA,Healthcare,Biotechnology
FIP,Industrials,Conglomerates
ASPC,Fund,
MOBV,Fund,
AZN,Healthcare,Drug Manufacturers—General
TEAM,Technology,Software—Application
BLU,Healthcare,Biotechnology
GOOS,Consumer Cyclical,Apparel Manufacturing
FTCH,Consumer Cyclical,Internet Retail
RACE,Consumer Cyclical,Auto Manufacturers
FSV,Real Estate,Real Estate Services
GLOB,Technology,Information Technology Services
HDB,Financial Services,Banks—Regional
ICLR,Healthcare,Diagnostics & Research
INMD,Healthcare,Medical Devices
JD,Consumer Cyclical,Internet Retail
KRNT,Industrials,Specialty Industrial Machinery
NOAH,Financial Services,Asset Management
SE,Consumer Cyclical,Internet Retail
SHOP,Technology,Software—Application
SBNY,Financial Services,Banks—Regional
TSM,Technology,Semiconductors
TTE,Energy,Oil & Gas Integrated
ARGX,Healthcare,Biotechnology
EDU,Consumer Defensive,Education & Training Services
PDD,Consumer Cyclical,Internet Retail
STNE,Technology,Software—Infrastructure
WIX,Technology,Software—Infrastructure
YSG,Consumer Cyclical,Specialty Retail
AFYA,Consumer Defensive,Education & Training Services
ARCE,Consumer Defensive,Education & Training Services
ASND,Healthcare,Biotechnology
AZUL,Industrials,Airlines
DAVA,Technology,Software—Infrastructure
MOMO,Communication Services,Internet Content & Information
QGEN,Healthcare,Diagnostics & Research
YNDX,Communication Services,Internet Content & Information
BMO,Financial Services,Banks—Diversified
BZUN,Consumer Cyclical,Internet Retail
BRFS,Consumer Defensive,Packaged Foods
CNQ,Energy,Oil & Gas E&P
KOF,Consumer Defensive,Beverages—Non-Alcoholic
BAP,Financial Services,Banks—Regional
HTHT,Consumer Cyclical,Lodging
MGA,Consumer Cyclical,Auto Parts
NOMD,Consumer Defensive,Packaged Foods
TAL,Consumer Defensive,Education & Training Services
BIDU,Communication Services,Internet Content & Information
GOLD,Basic Materials,Gold
BAM,Financial Services,Asset Management
CX,Basic Materials,Building Materials
CPA,Industrials,Airlines
DESP,Consumer Cyclical,Travel Services
SUPV,Financial Services,Banks—Regional
LOMA,Basic Materials,Building Materials
MMYT,Consumer Cyclical,Travel Services
QIWI,Technology,Software—Infrastructure
SAP,Technology,Software—Application
STN,Industrials,Engineering & Construction
SSYS,Technology,Computer Hardware
WNS,Technology,Information Technology Services
BNS,Financial Services,Banks—Diversified
BCE,Communication Services,Telecom Services
SNY,Healthcare,Drug Manufacturers—General
SLF,Financial Services,Insurance—Diversified
TTM,Consumer Cyclical,Auto Manufacturers
TD,Financial Services,Banks—Diversified
ADCT,Healthcare,Biotechnology
BNTX,Healthcare,Biotechnology
CIB,Financial Services,Banks—Regional
VIPS,Consumer Cyclical,Internet Retail
GDS,Technology,Information Technology Services
PAGS,Technology,Software—Infrastructure
BVN,Basic Materials,Other Precious Metals & Mining
RDHL,Healthcare,Drug Manufacturers—Specialty & Generic
ICLK,Communication Services,Advertising Agencies
NIO,Consumer Cyclical,Auto Manufacturers
TCOM,Consumer Cyclical,Travel Services
DADA,Consumer Cyclical,Internet Retail
GLPG,Healthcare,Biotechnology
IBN,Financial Services,Banks—Regional
GGAL,Financial Services,Banks—Regional
SPOT,Communication Services,Internet Content & Information
VLRS,Industrials,Airlines
YALA,Technology,Software—Application
DOX,Technology,Software—Infrastructure
PFBC,Financial Services,Banks—Regional
CYBR,Technology,Software—Infrastructure
IQ,Communication Services,Entertainment
ASR,Industrials,Airports & Air Services
QFIN,Financial Services,Credit Services
AFMD,Healthcare,Biotechnology
TRQ,Basic Materials,Copper
ATHM,Communication Services,Internet Content & Information
NTB,Financial Services,Banks—Diversified
BYSI,Healthcare,Biotechnology
BILI,Communication Services,Electronic Gaming & Multimedia
CSTE,Industrials,Building Products & Equipment
CHKP,Technology,Software—Infrastructure
CCEP,Consumer Defensive,Beverages—Non-Alcoholic
CSTM,Basic Materials,Aluminum
CMRE,Industrials,Marine Shipping
CVAC,Healthcare,Biotechnology
DQ,Technology,Semiconductor Equipment & Materials
DHT,Energy,Oil & Gas Midstream
EMWP,Communication Services,Entertainment
FRC,Financial Services,Banks—Regional
FUTU,Financial Services,Capital Markets
GLNG,Energy,Oil & Gas Midstream
IMAB,Healthcare,Biotechnology
IBEX,Technology,Information Technology Services
YY,Communication Services,Internet Content & Information
BEKE,Real Estate,Real Estate Services
LI,Consumer Cyclical,Auto Manufacturers
MLCO,Consumer Cyclical,Resorts & Casinos
NTES,Communication Services,Electronic Gaming & Multimedia
NAT,Industrials,Marine Shipping
SB,Industrials,Marine Shipping
STNG,Energy,Oil & Gas Midstream
SFL,Industrials,Marine Shipping
TK,Energy,Oil & Gas Midstream
TNK,Energy,Oil & Gas Midstream
TME,Communication Services,Internet Content & Information
TGH,Industrials,Rental & Leasing Services
VNET,Technology,Information Technology Services
WB,Communication Services,Internet Content & Information
XPEV,Consumer Cyclical,Auto Manufacturers
ZTO,Industrials,Integrated Freight & Logistics
ASC,Industrials,Marine Shipping
BMA,Financial Services,Banks—Regional
CADE,Financial Services,Banks—Regional
BEST,Industrials,Trucking
CMCL,Basic Materials,Gold
CNTG,Healthcare,Diagnostics & Research
GOTU,Consumer Defensive,Education & Training Services
HUYA,Communication Services,Entertainment
MAXN,Technology,Solar
QD,Financial Services,Credit Services
NETI,Industrials,Marine Shipping
SPY,Fund,
TEO,Communication Services,Telecom Services
YPF,Energy,Oil & Gas Integrated
RDY,Healthcare,Drug Manufacturers—Specialty & Generic
GLOG-PA,Energy,Oil & Gas Midstream
PAM,Utilities,Utilities—Independent Power Producers
SEDRF,Energy,Oil & Gas Drilling
NM,Industrials,Marine Shipping
VOD,Communication Services,Telecom Services
BLX,Financial Services,Banks—Regional
CFNB,Financial Services,Credit Services
TARO,Healthcare,Drug Manufacturers—Specialty & Generic
WINSF,Financial Services,Credit Services
